C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_49_851.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_49_851.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_49_851.jpg,0,0,0,4.269352E-07
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_49_928.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_49_928.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_49_928.jpg,0,0,0,8.827158E-06
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_49_996.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_49_996.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_49_996.jpg,0,0,0,1.861219E-06
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_064.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_064.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_064.jpg,0,0,0,1.669938E-05
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_142.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_142.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_142.jpg,0,0,0,1.137722E-05
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_210.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_210.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_210.jpg,0,0,0,1.311913E-05
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_287.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_287.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_287.jpg,0,0,0,1.017989E-05
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_355.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_355.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_355.jpg,0,0,0,1.065295E-05
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_423.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_423.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_423.jpg,0,0,0,1.012455E-05
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_500.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_500.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_500.jpg,0,0,0,5.02737E-06
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_571.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_571.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_571.jpg,0,0,0,1.10093E-05
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_644.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_644.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_644.jpg,0,0,0,1.939681E-05
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_718.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_718.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_718.jpg,0,0,0,1.13112E-05
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_792.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_792.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_792.jpg,0,0,0,4.609098E-06
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_865.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_865.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_865.jpg,0,0,0,1.384317E-05
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_50_936.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_50_936.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_50_936.jpg,0,0,0,4.481532E-06
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_009.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_009.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_009.jpg,0,0,0,2.526193E-06
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_082.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_082.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_082.jpg,0,0,0,8.319645E-06
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_159.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_159.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_159.jpg,0,0,0,1.923002E-05
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_234.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_234.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_234.jpg,0,0,0,5.13096E-06
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_304.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_304.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_304.jpg,0,0.1681563,0,0.07508853
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_380.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_380.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_380.jpg,0,0.3977061,0,0.3342557
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_458.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_458.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_458.jpg,-0.05,0.6316686,0,0.8177935
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_536.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_536.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_536.jpg,-0.25,0.8657667,0,1.552721
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_615.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_615.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_615.jpg,-0.45,1,0,2.416477
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_685.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_685.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_685.jpg,0,1,0,3.086157
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_761.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_761.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_761.jpg,0,0.7700626,0,3.907851
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_829.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_829.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_829.jpg,-0.1,0.610696,0,4.372313
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_902.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_902.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_902.jpg,-0.3,0.3478519,0,4.762443
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_51_969.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_51_969.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_51_969.jpg,0,0.1855759,0,4.902004
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_52_048.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_52_048.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_52_048.jpg,0,0,0,4.911433
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_52_125.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_52_125.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_52_125.jpg,-0.05,0,0,4.871601
C:\Users\aulug\Desktop\test\Part_2\data\IMG\center_2024_02_09_15_13_52_205.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\left_2024_02_09_15_13_52_205.jpg,C:\Users\aulug\Desktop\test\Part_2\data\IMG\right_2024_02_09_15_13_52_205.jpg,-0.25,0.155241,0,4.88261
